"V1","V2","V3"
0.274191689429334,0.205828143862752,0.465011698743026
-0.112939634279218,0.182954973543923,0.104824436230218
0.0726256822674678,-0.000491253335912648,0.194146683281718
0.126572520992208,0.0272019104827454,0.0753946794305229
0.0808536646281998,-0.144030708988625,-0.199186679308431
-0.0212249032182968,-0.0396248660102432,-0.119496582609609
0.302304399487788,-0.205841761209655,0.0330502846160304
-0.0189318076826195,-0.193391179170523,-0.585695435715514
0.403684742775408,-0.244162617783819,-0.16958284531571
-0.0125428198104842,0.167241540788967,0.159716902444689
0.260973930844697,0.222994359699081,-0.0596911975930438
0.457329078540221,-0.0825889705854182,-0.0567222753890742
-0.277772140222468,-0.225795479601366,0.173903861329753
-0.0557577533634743,-0.0175862663554103,-0.108871056939795
-0.0266642672787316,0.448380738662525,0.125760647075521
0.127190079614015,0.408262634150098,-0.284466891589078
-0.0568505842832145,-0.343960067344291,-0.245502526666857
-0.531291084180955,-0.0713813312244774,-0.334821103148886
-0.488093385715104,0.306656098432459,0.0168796964489757
0.264022669146038,-0.00764881932204736,-0.0412251327940801
-0.0613277188156949,0.319482648465285,0.288374328056412
-0.356261686796,-0.0667170786619766,-0.00835642067707287
-0.0343834711519243,0.120997184783076,0.270750895552756
0.24293493983452,0.0448482478500502,0.389045055184567
0.379038692252993,0.645813899096012,-0.0981876467416283
-0.0860938263212399,0.184090513354504,0.0776878149889224
-0.0514538765537859,-0.241307813843184,-0.168978651837196
-0.352632617038956,-0.120776233832654,0.147598073574218
0.0920194709662543,0.0740470569244125,-0.215952066256772
-0.127998975192024,-0.380200129335921,-0.205294775248725
0.0910900246482439,-0.360881988992648,0.0577586723157751
0.140967467445764,-0.224364521271044,0.018162263857435
0.207020704393984,-0.0695859213118279,0.0525246353422444
-0.121785275081442,0.247780429726396,0.0138669825582507
0.100991024659594,-0.0548395129704558,-0.105728763771365
-0.343401735814669,0.0324761431116386,-0.0260404329037533
-0.156891801675899,-0.0129213819506125,0.324031748871163
-0.170181518835304,-0.141047419405028,-0.00357902466469413
-0.482841529989326,0.272439453750198,-0.263697879789859
0.00722452137845113,-0.219302637616663,-0.168912032116255
0.0411997200400508,-0.0456867037093783,-0.220362974498221
-0.0722114597097333,-0.0695656161220538,-0.1800180286015
0.151632647139903,0.106425723901347,-0.252216783964496
-0.145340965415315,0.321446912452237,-0.525169780496581
-0.273656208883859,0.102762905223319,0.133813149838115
0.0865636051777434,0.276474632114606,0.132008301846155
-0.162278635237334,0.152619409709981,-0.0501200870782219
0.288820252344251,-0.124916908926822,-0.144759463390764
-0.0862892405226691,0.0163087600857974,-0.162436326465883
0.131129576680441,0.275215822272954,0.0797468672036826
0.0643850530407893,-0.312253157231408,0.0453127147758754
-0.156767788176075,0.0649541321189398,0.0843287159506421
0.315145503958395,-0.0313580633904476,0.000967588744819814
0.128579861143463,0.17555677214687,0.123796783019304
0.0179521293199211,0.150033315036128,0.0862267888971855
0.0553101494582926,0.060210680768566,0.111662474037445
0.135857763211054,0.298562223445862,0.0991922561344017
0.0179665773158163,-0.30509876003394,0.332377148189156
-0.598618016630587,0.182143511697204,-0.211006922440901
0.0569765907061319,-0.315906405571508,0.301664937356001
-0.0734469285481951,0.117543251423716,-0.0668417313310148
0.0370461129731219,0.0179284592001449,-0.0129961487636882
0.116364745473101,0.193452331389968,0.0162163077426806
0.279947365458536,0.0157624705829647,-0.0896429591077682
-0.145458411894893,-0.313739967297218,-0.510761390053193
0.260508526408829,-0.401564636803218,-0.0625865070238028
0.0671696239504149,0.108194704847753,0.00827663040805952
0.207701219739524,-0.0146753196216851,-0.347545612267524
0.184145713658129,-0.114203678711616,0.109987931939676
0.144175632573372,-0.0622136919707282,-0.119454738518664
-0.208623787713571,-0.134283013420273,0.28954836120731
-0.0180372773221413,-0.0314680904161959,0.0529736228528519
0.124703632399909,-0.186261014199974,-0.157756561556494
-0.190704671554469,-0.396601895894026,0.0335464441343058
-0.108565762914771,-0.0439199608498756,0.0515166216402521
0.116199299536337,0.209055173892479,0.182409473490062
0.153635747566918,0.375465913259934,-0.0313744765109734
0.0927535177080334,0.000521239191433274,-0.406675141689417
-0.177155259481936,-0.0161339869418331,-0.259933164615715
-0.219956179729571,0.192596456247974,-0.171450131985807
0.302541401960986,0.0107142033093035,0.0852530589072381
0.0515842875064062,-0.0869796817820074,-0.0569672526169507
0.0176880458319173,-0.347459451068462,-0.122873708393972
-0.0241793075078179,-0.252739119956487,-0.168978166431497
-0.238865779032106,0.0812617024138547,0.0307389914437744
0.122399379608077,-0.291930793555952,-0.170286455155638
-0.0434279691493042,0.20969147403094,-0.079584214588577
-0.0365513412663843,-0.269286107890041,-0.187995445256191
0.186669265714232,-0.0387141116226989,-0.277650748283884
0.16435462210165,-0.00046719142273521,0.19103691777268
0.278423275186854,-0.00256594677343762,-0.263499094006476
-0.0952347846109348,0.0303894643968796,0.0146058292319244
0.130069712145261,0.119702226280216,-0.113637169713674
0.278222091278,-0.0252424874596558,-0.211690133756766
-0.22215777588958,-0.0497071131693551,0.0518627076834138
-0.172158517375568,0.0320654789809244,0.0746269009038322
-0.226347736170754,-0.0867283883194539,0.252933353856829
-0.291842799900479,0.307482483820054,0.065044999213653
0.0159965106482322,-0.434049315323215,-0.0276934639016611
0.130640867929838,0.205400923858286,0.52049377945596
0.240193075119699,-0.0496965866379866,-0.130056885697583
0.208950217433545,0.0844640771664786,-0.200636645662672
-0.20064172936797,0.197530658727935,-0.107022782574896
0.369696380334549,0.167113634407005,-0.0220829133553575
-0.133354681751563,-0.132104371809141,0.120086033862715
0.0211027624912139,0.312813898658367,0.0831690119197364
-0.0844511763737712,-0.324595187058309,-0.0211501293353984
-0.0244700343909943,0.172779274695798,-0.171312507649224
0.0376386069002996,-0.10232055468724,0.225465466864433
0.0238321915994013,-0.38347300508908,0.183256324289691
-0.00501851017348058,-0.37316276972399,-0.144875918544872
0.0216145455884065,0.0490358126879377,0.137355817514948
-0.0970870471693335,0.444706860381613,0.0900171583289224
-0.100843426137581,0.0546752128288931,0.209044321221008
-0.332219815982962,0.226156958905657,0.0299258068874879
-0.0764667453747636,0.16773387481202,-0.228213430640139
-0.10253005157556,-0.130923055575641,0.160499880483931
0.54037820006896,0.190792195695879,-0.145743306193889
-0.272423246237944,0.0705902930978645,0.105441857145696
0.0274512437117214,0.0413198585299227,0.334695754442462
-0.298725013463258,0.20022264686205,-0.283765604054166
-0.294087148287359,0.149490398328055,0.312382160233779
0.0249404772394014,-0.125314967344628,0.270632201783616
-0.199327826976807,0.0790447371873428,-0.105739355338312
-0.000364522860941639,-0.178433590809115,-0.0502545550958557
-0.0856517762851631,0.126163682018355,-0.1371695372585
-0.122734321289899,-0.0865410366569135,-0.114073530450824
-0.404935569083822,0.0904277288437034,0.115926276309231
-0.244949590071997,0.0735998090392691,-0.179791801050423
0.0359032882235876,-0.0540774979323818,-0.0380659775825565
0.113524118884707,0.0931025235425957,-0.0287806754692922
-0.0985754707106949,0.114871245125394,-0.0193145302575111
1.25768130702248e-05,-0.0461399980314822,0.0362893431444714
0.224577928675993,0.23444850166049,0.319314841837263
0.287971148595238,0.278540541346624,-0.0902663479786915
-0.219422753681164,-0.132398251141917,-0.158976044960164
-0.0234639120500354,-0.155473841345003,0.158456869930459
0.24029968018394,0.102707715781756,0.0760944599522054
-0.0939459161132602,-0.182662447608254,0.0471575965984906
-0.0104938969877993,-0.0898847610500601,0.118197652704082
-0.0172214596474179,0.160586539820724,-0.282386040415778
